timestamp,output_mw,temperature,humidity,cloud_cover,wind_speed,region_code
2024-01-01 11:30:00+00:00,8000.0,22.85,67.24,48.24,3.94,SOUTH_TN_TNEB
2024-01-01 11:45:00+00:00,8000.0,22.38,74.49,60.33,5.85,SOUTH_TN_TNEB
2024-01-01 12:00:00+00:00,8000.0,23.36,68.86,57.35,3.3,SOUTH_TN_TNEB
2024-01-01 12:15:00+00:00,8000.0,22.92,71.9,36.25,5.31,SOUTH_TN_TNEB
2024-01-01 12:30:00+00:00,8000.0,24.18,68.14,60.37,4.96,SOUTH_TN_TNEB
2024-01-01 12:45:00+00:00,8000.0,23.76,72.72,47.08,3.15,SOUTH_TN_TNEB
2024-01-01 13:00:00+00:00,8000.0,23.42,72.04,57.04,3.31,SOUTH_TN_TNEB
2024-01-01 13:15:00+00:00,8097.47,23.68,70.41,56.91,3.88,SOUTH_TN_TNEB
2024-01-01 13:30:00+00:00,8587.57,23.08,75.38,53.25,5.13,SOUTH_TN_TNEB
2024-01-01 13:45:00+00:00,8693.32,23.79,65.11,40.08,4.8,SOUTH_TN_TNEB
2024-01-01 14:00:00+00:00,8957.84,24.61,70.78,56.88,3.04,SOUTH_TN_TNEB
2024-01-01 14:15:00+00:00,8854.97,24.32,69.17,57.68,4.07,SOUTH_TN_TNEB
2024-01-01 14:30:00+00:00,9154.44,23.36,66.47,63.31,3.79,SOUTH_TN_TNEB
2024-01-01 14:45:00+00:00,9506.96,23.94,72.72,55.82,5.47,SOUTH_TN_TNEB
2024-01-01 15:00:00+00:00,9361.37,24.17,75.16,53.26,5.64,SOUTH_TN_TNEB
2024-01-01 15:15:00+00:00,9331.65,22.9,71.72,49.15,4.95,SOUTH_TN_TNEB
2024-01-01 15:30:00+00:00,10016.08,22.64,66.09,53.88,4.64,SOUTH_TN_TNEB
2024-01-01 15:45:00+00:00,10049.88,23.36,74.84,45.35,4.98,SOUTH_TN_TNEB
2024-01-01 16:00:00+00:00,10267.23,21.64,67.13,48.62,5.39,SOUTH_TN_TNEB
2024-01-01 16:15:00+00:00,10490.4,21.27,70.78,64.31,4.59,SOUTH_TN_TNEB
2024-01-01 16:30:00+00:00,10589.03,24.0,67.57,37.66,5.45,SOUTH_TN_TNEB
2024-01-01 16:45:00+00:00,10250.72,21.35,70.68,65.46,5.09,SOUTH_TN_TNEB
2024-01-01 17:00:00+00:00,10805.2,22.44,65.86,59.04,5.83,SOUTH_TN_TNEB
2024-01-01 17:15:00+00:00,11058.46,22.75,72.47,46.64,3.37,SOUTH_TN_TNEB
2024-01-01 17:30:00+00:00,10788.34,21.15,71.42,51.79,4.28,SOUTH_TN_TNEB
2024-01-01 17:45:00+00:00,11288.3,22.19,66.81,43.67,5.2,SOUTH_TN_TNEB
2024-01-01 18:00:00+00:00,11244.62,21.9,71.23,52.18,3.91,SOUTH_TN_TNEB
2024-01-01 18:15:00+00:00,11457.37,24.9,66.82,61.17,6.05,SOUTH_TN_TNEB
2024-01-01 18:30:00+00:00,12116.27,25.69,72.2,52.17,4.92,SOUTH_TN_TNEB
2024-01-01 18:45:00+00:00,11514.71,21.23,71.73,48.72,4.69,SOUTH_TN_TNEB
2024-01-01 19:00:00+00:00,11448.37,23.29,67.01,47.36,4.46,SOUTH_TN_TNEB
2024-01-01 19:15:00+00:00,11692.13,22.2,67.51,50.14,3.21,SOUTH_TN_TNEB
2024-01-01 19:30:00+00:00,11428.82,23.5,69.15,48.59,3.91,SOUTH_TN_TNEB
2024-01-01 19:45:00+00:00,11932.74,23.37,70.29,40.92,4.53,SOUTH_TN_TNEB
2024-01-01 20:00:00+00:00,11423.67,21.94,70.31,49.02,4.36,SOUTH_TN_TNEB
2024-01-01 20:15:00+00:00,11734.13,24.19,67.45,67.15,4.9,SOUTH_TN_TNEB
2024-01-01 20:30:00+00:00,11353.33,24.36,71.46,56.68,4.44,SOUTH_TN_TNEB
2024-01-01 20:45:00+00:00,11679.18,24.21,70.91,67.83,4.36,SOUTH_TN_TNEB
2024-01-01 21:00:00+00:00,11893.77,24.84,65.16,63.2,4.43,SOUTH_TN_TNEB
2024-01-01 21:15:00+00:00,11030.97,21.98,78.03,56.36,3.58,SOUTH_TN_TNEB
2024-01-01 21:30:00+00:00,11328.98,21.4,72.42,55.15,4.41,SOUTH_TN_TNEB
2024-01-01 21:45:00+00:00,11436.4,23.62,73.99,75.21,5.21,SOUTH_TN_TNEB
2024-01-01 22:00:00+00:00,11174.57,21.39,74.6,43.02,4.2,SOUTH_TN_TNEB
2024-01-01 22:15:00+00:00,11373.03,22.4,72.48,51.9,4.56,SOUTH_TN_TNEB
2024-01-01 22:30:00+00:00,11061.43,22.3,70.78,49.25,4.86,SOUTH_TN_TNEB
2024-01-01 22:45:00+00:00,10307.25,20.65,68.23,71.82,4.64,SOUTH_TN_TNEB
2024-01-01 23:00:00+00:00,11015.33,23.83,70.25,45.59,4.54,SOUTH_TN_TNEB
2024-01-01 23:15:00+00:00,10675.09,22.59,72.15,47.12,5.16,SOUTH_TN_TNEB
2024-01-01 23:30:00+00:00,10039.63,22.85,71.44,66.35,4.35,SOUTH_TN_TNEB
2024-01-01 23:45:00+00:00,10662.02,24.33,68.4,58.56,4.74,SOUTH_TN_TNEB
2024-01-02 00:00:00+00:00,10265.81,24.64,74.21,50.63,3.96,SOUTH_TN_TNEB
2024-01-02 00:15:00+00:00,10248.76,22.98,66.0,45.74,4.57,SOUTH_TN_TNEB
2024-01-02 00:30:00+00:00,9698.06,21.59,75.39,43.56,4.73,SOUTH_TN_TNEB
2024-01-02 00:45:00+00:00,9661.3,22.36,73.3,52.59,4.09,SOUTH_TN_TNEB
2024-01-02 01:00:00+00:00,9546.04,23.81,72.39,60.95,4.64,SOUTH_TN_TNEB
2024-01-02 01:15:00+00:00,9675.24,23.27,71.67,55.95,4.44,SOUTH_TN_TNEB
2024-01-02 01:30:00+00:00,9033.21,22.65,71.47,41.89,4.65,SOUTH_TN_TNEB
2024-01-02 01:45:00+00:00,8896.03,22.73,68.27,45.09,3.02,SOUTH_TN_TNEB
2024-01-02 02:00:00+00:00,8995.75,24.91,71.05,44.55,3.81,SOUTH_TN_TNEB
2024-01-02 02:15:00+00:00,8268.47,21.57,73.69,50.33,5.81,SOUTH_TN_TNEB
2024-01-02 02:30:00+00:00,8542.31,24.36,70.85,45.2,4.31,SOUTH_TN_TNEB
2024-01-02 02:45:00+00:00,8291.87,24.97,71.06,41.16,4.37,SOUTH_TN_TNEB
2024-01-02 03:00:00+00:00,8109.43,22.79,70.25,56.82,5.85,SOUTH_TN_TNEB
2024-01-02 03:15:00+00:00,8000.0,22.16,71.53,64.03,3.94,SOUTH_TN_TNEB
2024-01-02 03:30:00+00:00,8000.0,20.97,75.76,65.49,3.72,SOUTH_TN_TNEB
2024-01-02 03:45:00+00:00,8000.0,21.16,64.84,42.32,5.1,SOUTH_TN_TNEB
2024-01-02 04:00:00+00:00,8000.0,22.28,72.57,53.98,4.15,SOUTH_TN_TNEB
2024-01-02 04:15:00+00:00,8000.0,21.77,65.97,74.22,4.53,SOUTH_TN_TNEB
2024-01-02 04:30:00+00:00,8000.0,22.78,64.35,46.02,4.47,SOUTH_TN_TNEB
2024-01-02 04:45:00+00:00,8000.0,23.32,77.43,72.1,5.16,SOUTH_TN_TNEB
2024-01-02 05:00:00+00:00,8000.0,22.09,76.27,57.99,5.38,SOUTH_TN_TNEB
2024-01-02 05:15:00+00:00,8000.0,23.75,68.92,57.3,5.67,SOUTH_TN_TNEB
2024-01-02 05:30:00+00:00,8000.0,21.69,72.72,55.19,5.45,SOUTH_TN_TNEB
2024-01-02 05:45:00+00:00,8000.0,24.07,72.0,41.4,4.2,SOUTH_TN_TNEB
2024-01-02 06:00:00+00:00,8000.0,22.09,70.12,44.19,4.64,SOUTH_TN_TNEB
2024-01-02 06:15:00+00:00,8000.0,23.63,65.87,51.41,3.74,SOUTH_TN_TNEB
2024-01-02 06:30:00+00:00,8000.0,22.71,68.21,60.58,4.09,SOUTH_TN_TNEB
2024-01-02 06:45:00+00:00,8000.0,22.31,64.33,73.51,3.89,SOUTH_TN_TNEB
2024-01-02 07:00:00+00:00,8000.0,22.61,67.99,45.45,2.91,SOUTH_TN_TNEB
2024-01-02 07:15:00+00:00,8000.0,21.83,67.98,34.56,5.3,SOUTH_TN_TNEB
2024-01-02 07:30:00+00:00,8000.0,25.02,72.54,45.5,4.87,SOUTH_TN_TNEB
2024-01-02 07:45:00+00:00,8000.0,19.8,72.84,69.65,4.85,SOUTH_TN_TNEB
2024-01-02 08:00:00+00:00,8000.0,23.21,77.91,54.12,5.17,SOUTH_TN_TNEB
2024-01-02 08:15:00+00:00,8000.0,23.57,69.04,53.1,3.05,SOUTH_TN_TNEB
2024-01-02 08:30:00+00:00,8000.0,23.48,69.73,48.06,4.79,SOUTH_TN_TNEB
2024-01-02 08:45:00+00:00,8000.0,22.28,71.01,56.82,4.62,SOUTH_TN_TNEB
2024-01-02 09:00:00+00:00,8000.0,21.66,69.68,53.81,2.23,SOUTH_TN_TNEB
2024-01-02 09:15:00+00:00,8000.0,22.99,70.22,64.61,5.36,SOUTH_TN_TNEB
2024-01-02 09:30:00+00:00,8000.0,22.03,64.95,49.69,5.38,SOUTH_TN_TNEB
2024-01-02 09:45:00+00:00,8000.0,22.81,75.75,47.81,4.43,SOUTH_TN_TNEB
2024-01-02 10:00:00+00:00,8000.0,25.18,70.82,51.82,5.99,SOUTH_TN_TNEB
2024-01-02 10:15:00+00:00,8000.0,23.89,71.94,62.01,4.6,SOUTH_TN_TNEB
2024-01-02 10:30:00+00:00,8000.0,22.8,71.36,63.02,4.36,SOUTH_TN_TNEB
2024-01-02 10:45:00+00:00,8000.0,23.58,71.53,49.36,3.56,SOUTH_TN_TNEB
2024-01-02 11:00:00+00:00,8000.0,24.44,65.49,51.2,5.39,SOUTH_TN_TNEB
2024-01-02 11:15:00+00:00,8000.0,21.8,69.24,43.57,5.84,SOUTH_TN_TNEB
2024-01-02 11:30:00+00:00,8000.0,21.41,71.17,54.91,5.29,SOUTH_TN_TNEB
2024-01-02 11:45:00+00:00,8000.0,24.37,70.32,60.51,3.01,SOUTH_TN_TNEB
2024-01-02 12:00:00+00:00,8000.0,25.12,68.4,50.44,4.43,SOUTH_TN_TNEB
2024-01-02 12:15:00+00:00,8000.0,23.39,66.82,41.6,5.64,SOUTH_TN_TNEB
2024-01-02 12:30:00+00:00,8000.0,23.15,69.73,42.51,4.84,SOUTH_TN_TNEB
2024-01-02 12:45:00+00:00,8137.22,25.26,71.12,66.48,4.36,SOUTH_TN_TNEB
2024-01-02 13:00:00+00:00,8000.0,21.97,72.06,50.78,4.1,SOUTH_TN_TNEB
2024-01-02 13:15:00+00:00,8000.0,21.31,75.95,41.86,3.72,SOUTH_TN_TNEB
2024-01-02 13:30:00+00:00,8049.61,22.46,64.52,52.86,4.58,SOUTH_TN_TNEB
2024-01-02 13:45:00+00:00,8485.73,22.43,65.47,40.59,5.37,SOUTH_TN_TNEB
2024-01-02 14:00:00+00:00,8777.43,23.51,68.11,43.94,4.51,SOUTH_TN_TNEB
2024-01-02 14:15:00+00:00,9164.98,24.55,75.1,56.14,4.98,SOUTH_TN_TNEB
2024-01-02 14:30:00+00:00,8984.62,23.51,69.81,47.48,3.99,SOUTH_TN_TNEB
2024-01-02 14:45:00+00:00,9183.83,24.62,71.56,47.72,4.22,SOUTH_TN_TNEB
2024-01-02 15:00:00+00:00,9198.23,22.55,64.33,72.98,6.07,SOUTH_TN_TNEB
2024-01-02 15:15:00+00:00,9988.19,23.72,73.06,60.56,5.21,SOUTH_TN_TNEB
2024-01-02 15:30:00+00:00,10038.05,24.38,67.35,47.71,4.21,SOUTH_TN_TNEB
2024-01-02 15:45:00+00:00,9897.35,20.26,70.8,67.48,5.62,SOUTH_TN_TNEB
2024-01-02 16:00:00+00:00,10104.52,21.92,72.88,53.7,4.84,SOUTH_TN_TNEB
2024-01-02 16:15:00+00:00,10061.44,21.95,69.65,57.03,4.22,SOUTH_TN_TNEB
2024-01-02 16:30:00+00:00,10474.1,24.59,73.2,57.21,4.31,SOUTH_TN_TNEB
2024-01-02 16:45:00+00:00,10363.16,23.51,70.65,33.81,5.31,SOUTH_TN_TNEB
2024-01-02 17:00:00+00:00,10601.56,21.98,72.42,45.66,4.82,SOUTH_TN_TNEB
2024-01-02 17:15:00+00:00,10898.26,21.12,69.71,63.96,4.69,SOUTH_TN_TNEB
2024-01-02 17:30:00+00:00,11108.45,21.46,68.12,56.72,4.59,SOUTH_TN_TNEB
2024-01-02 17:45:00+00:00,11720.9,25.21,73.14,46.27,3.84,SOUTH_TN_TNEB
2024-01-02 18:00:00+00:00,11480.35,22.1,71.17,60.89,5.04,SOUTH_TN_TNEB
2024-01-02 18:15:00+00:00,11146.16,21.09,70.44,48.59,4.95,SOUTH_TN_TNEB
2024-01-02 18:30:00+00:00,11547.01,21.83,72.51,68.17,4.87,SOUTH_TN_TNEB
2024-01-02 18:45:00+00:00,11278.96,20.08,65.03,54.03,3.89,SOUTH_TN_TNEB
2024-01-02 19:00:00+00:00,11079.3,21.49,66.16,51.86,4.57,SOUTH_TN_TNEB
2024-01-02 19:15:00+00:00,11528.04,23.54,71.34,55.37,4.68,SOUTH_TN_TNEB
2024-01-02 19:30:00+00:00,11807.05,23.54,64.86,45.76,4.46,SOUTH_TN_TNEB
2024-01-02 19:45:00+00:00,11691.32,23.07,73.93,51.28,4.02,SOUTH_TN_TNEB
2024-01-02 20:00:00+00:00,11933.53,24.88,72.65,61.77,4.64,SOUTH_TN_TNEB
2024-01-02 20:15:00+00:00,11949.6,22.42,72.54,50.46,3.92,SOUTH_TN_TNEB
2024-01-02 20:30:00+00:00,11712.55,21.54,72.08,46.33,4.3,SOUTH_TN_TNEB
2024-01-02 20:45:00+00:00,11655.12,22.91,71.33,45.17,5.0,SOUTH_TN_TNEB
2024-01-02 21:00:00+00:00,12150.27,25.71,64.71,36.16,4.59,SOUTH_TN_TNEB
2024-01-02 21:15:00+00:00,11492.75,23.47,70.14,55.32,4.33,SOUTH_TN_TNEB
2024-01-02 21:30:00+00:00,11682.63,22.91,70.71,54.26,3.79,SOUTH_TN_TNEB
2024-01-02 21:45:00+00:00,11287.51,21.17,65.49,75.08,4.41,SOUTH_TN_TNEB
2024-01-02 22:00:00+00:00,11608.02,24.47,71.21,42.45,4.66,SOUTH_TN_TNEB
2024-01-02 22:15:00+00:00,11316.54,23.61,68.84,29.82,4.63,SOUTH_TN_TNEB
2024-01-02 22:30:00+00:00,11016.43,22.27,69.99,44.45,4.85,SOUTH_TN_TNEB
2024-01-02 22:45:00+00:00,10996.39,23.21,68.17,54.97,4.14,SOUTH_TN_TNEB
2024-01-02 23:00:00+00:00,11025.95,22.37,67.96,50.88,5.98,SOUTH_TN_TNEB
2024-01-02 23:15:00+00:00,11140.89,24.43,68.76,45.86,4.57,SOUTH_TN_TNEB
2024-01-02 23:30:00+00:00,10526.51,23.93,73.39,53.56,5.27,SOUTH_TN_TNEB
2024-01-02 23:45:00+00:00,9864.96,21.17,70.08,45.78,4.53,SOUTH_TN_TNEB
2024-01-03 00:00:00+00:00,10539.26,23.76,67.82,55.94,4.06,SOUTH_TN_TNEB
2024-01-03 00:15:00+00:00,10175.87,23.58,71.15,38.22,4.16,SOUTH_TN_TNEB
2024-01-03 00:30:00+00:00,9546.89,24.09,64.34,56.65,4.82,SOUTH_TN_TNEB
2024-01-03 00:45:00+00:00,9826.47,23.2,64.68,59.52,4.77,SOUTH_TN_TNEB
2024-01-03 01:00:00+00:00,9662.71,22.8,69.58,65.87,5.44,SOUTH_TN_TNEB
2024-01-03 01:15:00+00:00,9222.71,22.69,67.96,27.67,5.54,SOUTH_TN_TNEB
2024-01-03 01:30:00+00:00,9127.19,24.01,69.93,59.53,4.81,SOUTH_TN_TNEB
2024-01-03 01:45:00+00:00,9327.81,26.24,71.46,40.38,3.41,SOUTH_TN_TNEB
2024-01-03 02:00:00+00:00,8901.99,22.71,69.48,52.72,4.84,SOUTH_TN_TNEB
2024-01-03 02:15:00+00:00,8214.66,21.23,69.02,64.88,3.61,SOUTH_TN_TNEB
2024-01-03 02:30:00+00:00,8445.17,23.34,72.19,49.85,4.93,SOUTH_TN_TNEB
2024-01-03 02:45:00+00:00,8000.0,21.92,66.38,46.25,5.79,SOUTH_TN_TNEB
2024-01-03 03:00:00+00:00,8000.0,22.42,76.5,72.56,3.81,SOUTH_TN_TNEB
2024-01-03 03:15:00+00:00,8000.0,24.61,72.12,57.38,4.92,SOUTH_TN_TNEB
2024-01-03 03:30:00+00:00,8000.0,24.83,73.58,53.12,4.13,SOUTH_TN_TNEB
2024-01-03 03:45:00+00:00,8000.0,23.46,67.85,60.66,4.91,SOUTH_TN_TNEB
2024-01-03 04:00:00+00:00,8000.0,23.42,70.52,75.42,3.85,SOUTH_TN_TNEB
2024-01-03 04:15:00+00:00,8000.0,23.17,73.87,42.88,4.8,SOUTH_TN_TNEB
2024-01-03 04:30:00+00:00,8000.0,24.17,71.18,52.11,4.63,SOUTH_TN_TNEB
2024-01-03 04:45:00+00:00,8000.0,22.84,69.91,38.64,4.35,SOUTH_TN_TNEB
2024-01-03 05:00:00+00:00,8000.0,22.4,75.26,57.56,5.04,SOUTH_TN_TNEB
2024-01-03 05:15:00+00:00,8000.0,21.79,66.8,44.34,4.74,SOUTH_TN_TNEB
2024-01-03 05:30:00+00:00,8000.0,21.67,74.28,54.45,5.21,SOUTH_TN_TNEB
2024-01-03 05:45:00+00:00,8000.0,23.75,71.9,31.41,4.27,SOUTH_TN_TNEB
2024-01-03 06:00:00+00:00,8000.0,24.0,69.1,56.56,4.46,SOUTH_TN_TNEB
2024-01-03 06:15:00+00:00,8000.0,21.71,72.86,62.75,3.37,SOUTH_TN_TNEB
2024-01-03 06:30:00+00:00,8000.0,21.09,72.91,53.35,5.31,SOUTH_TN_TNEB
2024-01-03 06:45:00+00:00,8000.0,21.05,68.73,40.57,3.11,SOUTH_TN_TNEB
2024-01-03 07:00:00+00:00,8000.0,22.03,74.09,50.71,4.87,SOUTH_TN_TNEB
2024-01-03 07:15:00+00:00,8000.0,23.42,74.34,48.95,3.53,SOUTH_TN_TNEB
2024-01-03 07:30:00+00:00,8000.0,23.81,66.81,62.46,4.13,SOUTH_TN_TNEB
2024-01-03 07:45:00+00:00,8000.0,23.54,70.43,34.98,4.39,SOUTH_TN_TNEB
2024-01-03 08:00:00+00:00,8000.0,20.43,70.04,56.99,6.02,SOUTH_TN_TNEB
2024-01-03 08:15:00+00:00,8000.0,23.54,69.61,42.66,4.95,SOUTH_TN_TNEB
2024-01-03 08:30:00+00:00,8000.0,22.6,68.13,37.12,4.68,SOUTH_TN_TNEB
2024-01-03 08:45:00+00:00,8000.0,21.75,68.46,70.0,4.94,SOUTH_TN_TNEB
2024-01-03 09:00:00+00:00,8000.0,25.91,74.58,49.47,4.0,SOUTH_TN_TNEB
2024-01-03 09:15:00+00:00,8000.0,25.18,73.77,50.5,3.55,SOUTH_TN_TNEB
2024-01-03 09:30:00+00:00,8000.0,23.3,73.43,55.32,4.68,SOUTH_TN_TNEB
2024-01-03 09:45:00+00:00,8000.0,22.23,71.94,34.78,4.98,SOUTH_TN_TNEB
2024-01-03 10:00:00+00:00,8000.0,20.93,78.29,60.83,4.34,SOUTH_TN_TNEB
2024-01-03 10:15:00+00:00,8000.0,24.47,74.47,44.57,4.31,SOUTH_TN_TNEB
2024-01-03 10:30:00+00:00,8000.0,23.36,71.92,60.71,3.67,SOUTH_TN_TNEB
2024-01-03 10:45:00+00:00,8000.0,22.63,72.23,57.46,4.29,SOUTH_TN_TNEB
2024-01-03 11:00:00+00:00,8000.0,21.96,67.95,61.17,4.13,SOUTH_TN_TNEB
2024-01-03 11:15:00+00:00,8000.0,24.5,68.83,47.62,4.55,SOUTH_TN_TNEB
2024-01-03 11:30:00+00:00,8000.0,21.97,72.14,40.04,4.55,SOUTH_TN_TNEB
2024-01-03 11:45:00+00:00,8000.0,23.04,70.82,40.79,4.31,SOUTH_TN_TNEB
2024-01-03 12:00:00+00:00,8000.0,22.69,75.93,52.75,5.63,SOUTH_TN_TNEB
2024-01-03 12:15:00+00:00,8000.0,23.86,78.28,57.85,4.02,SOUTH_TN_TNEB
2024-01-03 12:30:00+00:00,8000.0,21.7,69.16,59.97,4.23,SOUTH_TN_TNEB
2024-01-03 12:45:00+00:00,8332.89,24.86,70.78,49.01,4.88,SOUTH_TN_TNEB
2024-01-03 13:00:00+00:00,8050.04,23.88,75.84,34.93,4.73,SOUTH_TN_TNEB
2024-01-03 13:15:00+00:00,8340.62,25.52,73.32,54.24,2.83,SOUTH_TN_TNEB
2024-01-03 13:30:00+00:00,8035.21,23.94,65.61,54.98,3.16,SOUTH_TN_TNEB
2024-01-03 13:45:00+00:00,8799.87,24.46,63.8,56.66,4.34,SOUTH_TN_TNEB
2024-01-03 14:00:00+00:00,8542.75,21.83,66.7,44.52,3.98,SOUTH_TN_TNEB
2024-01-03 14:15:00+00:00,8622.39,21.7,72.11,55.89,4.69,SOUTH_TN_TNEB
2024-01-03 14:30:00+00:00,9059.28,22.74,68.67,54.21,4.34,SOUTH_TN_TNEB
2024-01-03 14:45:00+00:00,9284.44,23.79,69.31,56.95,4.56,SOUTH_TN_TNEB
2024-01-03 15:00:00+00:00,9039.74,21.76,73.98,41.43,3.52,SOUTH_TN_TNEB
2024-01-03 15:15:00+00:00,9561.01,22.04,76.08,55.89,4.57,SOUTH_TN_TNEB
2024-01-03 15:30:00+00:00,9961.25,24.24,69.38,41.18,4.13,SOUTH_TN_TNEB
2024-01-03 15:45:00+00:00,10325.33,24.07,68.79,54.44,3.47,SOUTH_TN_TNEB
2024-01-03 16:00:00+00:00,10169.17,21.79,69.47,47.86,4.14,SOUTH_TN_TNEB
2024-01-03 16:15:00+00:00,10848.39,22.64,72.75,54.3,3.6,SOUTH_TN_TNEB
2024-01-03 16:30:00+00:00,10853.7,24.01,68.7,67.62,4.97,SOUTH_TN_TNEB
2024-01-03 16:45:00+00:00,10301.79,22.13,74.64,57.8,4.42,SOUTH_TN_TNEB
2024-01-03 17:00:00+00:00,10790.23,22.36,68.28,46.82,4.66,SOUTH_TN_TNEB
2024-01-03 17:15:00+00:00,11134.85,24.02,70.47,52.32,4.77,SOUTH_TN_TNEB
2024-01-03 17:30:00+00:00,10984.46,24.59,70.82,43.67,4.72,SOUTH_TN_TNEB
2024-01-03 17:45:00+00:00,11494.43,23.99,69.3,52.79,4.72,SOUTH_TN_TNEB
2024-01-03 18:00:00+00:00,11321.74,23.83,69.19,53.83,4.09,SOUTH_TN_TNEB
2024-01-03 18:15:00+00:00,11256.01,21.88,69.6,51.79,3.83,SOUTH_TN_TNEB
2024-01-03 18:30:00+00:00,11350.3,20.87,69.28,64.85,3.54,SOUTH_TN_TNEB
